,album_name,artist
533972,Conspicuous Only In Its Absence,Grace Slick
533982,A Man And His Soul,Ray Charles
533996,Portraits,The Buckinghams
534136,I Wonder What She's Doing Tonite?,Tommy Boyce & Bobby Hart
534151,Two Sides Of Leonard Nimoy,Leonard Nimoy
534166,Francis A. & Edward K.,Frank Sinatra
534172,The Happiest Millionaire,Soundtrack
534186,The First Edition,Kenny Rogers
534192,John Mayall's Blues Breakers Crusade,John Mayall
534193,To Each His Own,Frankie Laine
534344,The Board Of Directors,Count Basie
534354,"$1,000,000.00 Weekend",The Ventures
534379,Peter Nero Plays Love Is Blue And Ten Other Great Songs,Peter Nero
534380,Nobody But Me,The Human Beinz
534381,Guess Who's Coming To Dinner,Soundtrack
534396,The Sweet Inspirations,The Sweet Inspirations
534397,If You Ever Leave Me,Jack Jones
534533,The Drifters' Golden Hits,The Drifters
534555,Bill Cosby Sings/Hooray For The Salvation Army Band!,Bill Cosby
534578,Mirrors - Reflections Of Today,Dick Hyman
534587,"Up, Up And Away",Johnny Mathis
534590,Pata Pata,Miriam Makeba
534701,"Bend Me, Shape Me",The American Breed
534710,The Resurrection Of Pigboy Crabshaw,The Paul Butterfield Blues Band
534763,"The Best Of The Lovin' Spoonful, Volume 2",The Lovin' Spoonful
534768,You Don't Have To Say You Love Me,Jerry Vale
534776,"Like It Is, Was And Evermore Shall Be",Donovan
534786,"History Of Rhythm & Blues, Volume 4/The Big Beat 1958-60",Various Artists
534794,The Look Of Love,Claudine Longet
534797,"History Of Rhythm & Blues, Volume 2/The Golden Years 1953-55",Various Artists
534931,This Is Al Martino,Al Martino
534939,Spooky,Classics IV
534944,Claudine,Claudine Longet
534966,Wayne Cochran!,Wayne
534980,Glory Of Love,Herbie Mann
534986,"History Of Rhythm & Blues, Volume 1/The Roots 1947-52",Various Artists
534988,"History Of Rhythm & Blues, Volume 3/Rock & Roll 1956-57",Various Artists
534993,Changin' Times Featuring Foggy Mountain Breakdown,Flatt & Scruggs
534996,Love Is Blue,Manny Kellem - His Orchestra And Voices
535148,This Is My Song,Ray Conniff
535164,Surrealistic Pillow,Jefferson Airplane
535176,Simply Streisand,Barbra Streisand
535178,The Windows Of The World,Dionne Warwick
535183,Solo Flights,Chet Atkins
535184,Willie Mitchell Live,Willie Mitchell
535191,With A Lot O' Soul,The Temptations
535194,Spencer Davis' Greatest Hits,The Spencer Davis Group
535196,Incense And Peppermints,Strawberry Alarm Clock
535336,Wild Honey,The Beach Boys
535361,Here Where There Is Love,Dionne Warwick
535372,Wear Your Love Like Heaven,Donovan
535373,Agnes English,John Fred And The Playboys
535392,All Mitch Ryder Hits!,Mitch Ryder And The Detroit Wheels
535396,Ode To Billie Joe,Bobbie Gentry
535398,The Country Way,Charley Pride
535520,The Mamas & The Papas Deliver,The Mamas & The Papas
535524,Greatest Hits,Paul Revere & The Raiders
535549,Mass In F Minor,The Electric Prunes
535564,More Than A Miracle,Roger Williams
535566,What The World Needs Now Is Love!,Jack Jones
535567,King Size Soul,King Curtis
535577,There Are But Four Small Faces,Small Faces
535578,Skip A Rope,Henson Cargill
535591,Gently Swingin',Earl Grant
535593,Born Free,Roger Williams
535747,Everybody Needs Love,Gladys Knight And The Pips
535768,Ravi Shankar At The Monterey International Pop Festival,Ravi Shankar
535773,Something Special! The Best Of Tommy James & The Shondells,Tommy James
535775,The Rose Garden,The Rose Garden
535776,Golden Hits,Roger Williams
535777,Jerry Butler's Golden Hits Live,Jerry Butler
535779,Wave,Antonio Carlos Jobim
535786,For A Few Dollars More And Other Motion Picture Themes,L
535788,"Time, Time",Ed Ames
535795,To Sir With Love,Lulu
535798,White Light/White Heat,The Velvet Underground
535928,Get That Feeling,Jimi Hendrix
535934,The Byrds' Greatest Hits,The Byrds
535960,Flowers,The Rolling Stones
535968,Fowl Play,Baja Marimba Band
535981,The Mystic Moods Of Love,The Mystic Moods
535985,Temptations Live!,The Temptations
535994,A Scratch In The Sky,The Cryan' Shames
535995,Eden's Children,Eden's Children
536109,The Best Of The Lovin' Spoonful,The Lovin' Spoonful
536120,"Evergreen, Vol. 2",Stone Poneys Featuring Linda Ronstadt
536139,Thoroughly Modern Millie,Soundtrack
536151,Hugh Masekela Is Alive And Well At The Whisky,Hugh Masekela
536152,Something Else By The Kinks,The Kinks
536157,Equinox,Sergio Mendes
536163,If You Can Believe Your Eyes And Ears,The Mamas & The Papas
536170,Forever Changes,Love
536174,The Mamas & The Papas,The Mamas & The Papas
536187,Live For Life,Soundtrack
536192,The New Born Free,The Hesitations
536193,Family Portrait,Various Artists
536263,Clambake,Elvis Presley
536281,Make It Happen,The Miracles
536286,Anything Goes,Harpers Bizarre
536319,Snoopy And His Friends,The Royal Guardsmen
536326,"The Best Of Herman's Hermits, Volume III",Herman's Hermits
536362,These Are My Songs,Petula Clark
536366,Mr. Dream Merchant,Jerry Butler
536371,Mary In The Morning,Al Martino
536372,Make Someone Happy,We Five
536382,The Amboy Dukes,The Amboy Dukes
536391,Big Hits (High Tide And Green Grass),The Rolling Stones
536392,Listen To The Warm,Rod McKuen
536394,Boots Randolph With The Knightsbridge Strings & Voices,Boots Randolph
536396,Everything Playing,The Lovin' Spoonful
536504,The Cowsills,The Cowsills
536542,Encore! More Of The Concert Sound Of Henry Mancini,Henry Mancini
536547,"Country, My Way",Nancy Sinatra
536557,That's Life,Frank Sinatra
536564,The Letter / Neon Rainbow,The Box Tops
536566,For Once In My Life,Tony Bennett
536570,Ray Charles Invites You To Listen,Ray Charles
536573,Bill Cosby Sings/Silver Throat,Bill Cosby
536589,Mantovani's Golden Hits,Mantovani
536592,Electric Music For The Mind And Body,Country Joe & The Fish
536739,"To Sir, With Love",Soundtrack
536749,Jim Nabors By Request,Jim Nabors
536755,Respect,Jimmy Smith
536756,The Wild Angels,Davie Allan And The Arrows
536757,Clear Light,Clear Light
536769,Frank Sinatra,Frank Sinatra
536770,Buffalo Springfield Again,The Buffalo Springfield
536771,A Kind Of Hush,John Davidson
536774,Smiley Smile,The Beach Boys
536775,Lyndon Johnson's Lonely Hearts Club Band,Various Artists
536776,The Best Of The Beach Boys,The Beach Boys
536778,A Fistful Of Dollars,Soundtrack
536783,Mantovani/Hollywood,Mantovani
536791,With Love - Cher,Cher
536795,Cry Young,Ahmad Jamal
536921,Soul Men,Sam & Dave
536929,Dancing In The Street,Ramsey Lewis
536936,Misty Roses,The Sandpipers
536937,When The Whistle Blows Anything Goes,Soul Survivors
536952,The Piper At The Gates Of Dawn,Pink Floyd
536966,"16 Original Big Hits, Volume 8",Various Artists
536978,The John Gary Carnegie Hall Concert,John Gary
536981,"16 Original Big Hits, Volume 7",Various Artists
536994,Our Family Portrait,The Five Stairsteps
537103,Hawaiian Album,Ray Conniff
537138,The Look Of Love,Dusty Springfield
537139,Collage,Noel Harrison
537176,Lapland,The Baltimore And Ohio Marching Band
537193,Winds Of Change,The Animals
537197,Something Super!,King Richard's Fluegel Knights
537354,Without Her,Jack Jones
537361,Child Of Clay,Jimmie Rodgers
537381,Eydie Gorme's Greatest Hits,Eydie Gorme
537387,For All The Seasons Of Your Mind,Janis Ian
537388,Class Guitar,Chet Atkins
537391,For Little Ones,Donovan
537526,The Voice Of Scott McKenzie,Scott McKenzie
537549,"Apples, Peaches, Pumpkin Pie",Jay And The Techniques
537567,Just For You,Neil Diamond
537576,Explosive Brass Impact,War
537593,The Sorcerer,Gabor Szabo
537594,The Impossible Dream,Jack Jones
537596,Revolution!,Paul Revere & The Raiders
537739,Joan,Joan Baez
537771,The Flying Nun,Sally Field
537789,Honey & Wine,Glenn Yarbrough
537790,Canned Heat,Canned Heat
537799,The Robbs,The Robbs
537923,Cold Sweat,James Brown
537927,Hip Hug-Her,Booker T. & The MG's
537930,That's Lou,Lou Rawls
537933,Lush Life,Nancy Wilson
537966,You Only Live Twice,Soundtrack
537969,Pleasures Of The Harbor,Phil Ochs
537972,Today's Themes For Young Lovers,Percy Faith
537974,Yardbirds Greatest Hits,The Yardbirds
537976,Procol Harum,Procol Harum
537977,Between The Buttons,The Rolling Stones
537985,"Best Of The Beach Boys, Vol. 2",The Beach Boys
538127,Moby Grape,Moby Grape
538150,Spring!,The Lettermen
538175,Freak Out!,Mothers Of Invention
538179,Let It Out (Let It All Hang Out),The Hombres
538184,The Best Of Jimmy Smith,Jimmy Smith
538191,Rhapsodies For Young Lovers,Midnight String Quartet
538198,Golden Hits/The Best Of Lawrence Welk,Lawrence Welk
538321,I Was Made To Love Her,Stevie Wonder
538384,Frankie Valli-Solo,Frankie Valli
538392,Janis Ian,Janis Ian
538393,The James Cotton Blues Band,James Cotton
538395,Everlasting Love,Robert Knight
538396,Come Back When You Grow Up,Bobby Vee
538399,Happy Is The Sunshine Company,The Sunshine Company
538544,Spanky And Our Gang,Spanky And Our Gang
538548,We Can Fly! Up-Up And Away,The Johnny Mann Singers
538549,Alligator Bogaloo,Lou Donaldson
538553,"""Live!""",Jr. Walker & The All Stars
538555,Hugh Masekela's Latest,Hugh Masekela
538557,Silk & Soul,Nina Simone
538562,Higher And Higher,Jackie Wilson
538581,The Blues Project Live At Town Hall,The Blues Project
538585,74 Miles Away - Walk Tall,Cannonball Adderley
538591,The Earth,San Sebastian
538597,A Latin Love-In,Tony Mottola
538766,Mexican Trip,The Mystic Moods
538776,Our Golden Favorites,Ferrante & Teicher
538781,Miriam Makeba In Concert!,Miriam Makeba
538783,Take A Look,Aretha Franklin
538785,Of Cabbages And Kings,Chad & Jeremy
538790,New Gold Hits,The 4 Seasons
538792,In The Heat Of The Night,Soundtrack
538906,Blaze,Herman's Hermits
538936,Absolutely Free,Mothers Of Invention
538939,Boots With Strings,Boots Randolph
538949,2nd Vault Of Golden Hits,Frankie Valli & The 4 Seasons
538966,For Your Love,Peaches & Herb
538973,Goodbye And Hello,Tim Buckley
538980,The 4 Seasons' Gold Vault of Hits,The 4 Seasons
538982,The Sandpipers,The Sandpipers
538990,There Must Be A Way,Jimmy Roselli
538992,Greatest Hits Of All Times,Gene Pitney
538993,Expression,John Coltrane
538994,The Candymen,The Candymen
538997,Paint It Black,The Soulful Strings
538999,Big Swing Face,Buddy Rich
539127,I'll Take Care Of Your Cares,Frankie Laine
539136,Let's Live For Today,The Grass Roots
539151,Our Song,Jack Jones
539178,Tiny Bubbles,Don Ho
539187,The Funky Broadway,Dyke And The Blazers
539189,The Merry-Go-Round,The Merry-Go-Round
539191,Mr. Spock's Music From Outer Space,Leonard Nimoy
539192,Blowin' Your Mind!,Van Morrison
539333,The Best Of Herman's Hermits,Herman's Hermits
539355,Laura (What's He Got That I Ain't Got),Brook Benton
539356,King & Queen,Otis Redding
539366,The World We Knew,Bert Kaempfert And His Orchestra
539372,"The Best Of Eric Burdon And The Animals, Vol. II",The Animals
539377,Magic People,The Paupers
539543,There's A Kind Of Hush All Over The World,Herman's Hermits
539546,Rewind,Johnny Rivers
539550,Daddy's Little Girl,Al Martino
539552,"Rhapsodies For Young Lovers, Volume Two",Midnight String Quartet
539555,The Grateful Dead,Grateful Dead
539570,The Supremes A' Go-Go,The Supremes
539571,Golden Hits/The Best Of Billy Vaughn,Billy Vaughn And His Orchestra
539575,Branded Man,Merle Haggard And The Strangers
539576,Your Tender Loving Care,Buck Owens
539582,Time & Charges,The Buckinghams
539590,Got Live If You Want It!,The Rolling Stones
539592,The Kinks Greatest Hits!,The Kinks
539593,The Yiddish Are Coming! The Yiddish Are Coming!,Various Artists
539595,Roger!,Roger Williams
539596,Two For The Road,Henry Mancini
539725,Evolution,The Hollies
539743,Martha & The Vandellas Live!,Martha & The Vandellas
539773,Strangers In Night,Frank Sinatra
539774,Double Trouble,Elvis Presley
539790,Sopwith Camel,"The Sopwith ""Camel"""
539792,Golden Instrumentals,Various Artists
539797,Souled Out,The Righteous Brothers
539799,Ode To Billy Joe,Billy Vaughn And His Orchestra
539951,Happening 'Live!',The Outsiders
539982,California Dreaming,Wes Montgomery
539986,"Marvin Gaye/Greatest Hits, Vol. 2",Marvin Gaye
539990,Changes,Johnny Rivers
539991,Happiness Is Dean Martin,Dean Martin
540119,The Sound Of Wilson Pickett,Wilson Pickett
540161,I Wanted Someone To Love,Frankie Laine
540170,The Supremes Sing Rodgers & Hart,The Supremes
540172,The Best Of The Seekers,The Seekers
540174,Francis Albert Sinatra & Antonio Carlos Jobim,Frank Sinatra & Antonio Carlos Jobim
540178,Time Alone Will Tell,Jerry Vale
540179,Jimmy & Wes The Dynamic Duo,Jimmy Smith
540186,I Take It Back,Sandy Posey
540193,Carryin' On With Johnny Cash & June Carter,Johnny Cash & June Carter
540385,Colonization,The New Colony Six
540389,Trini Lopez - Now!,Trini Lopez
540395,Happy Jack,The Who
540539,Four Tops Live!,Four Tops
540542,How Great Thou Art,Elvis Presley
540543,Invitation To The Movies/Born Free,Matt Monro
540547,Ravi Shankar In New York,Ravi Shankar
540564,Hells Angels On Wheels,Soundtrack
540582,Rally 'round The Flagg,Fannie Flagg
540584,In Case You're In Love,Sonny & Cher
540591,Projections,The Blues Project
540593,All The Time,Jack Greene
540596,Triangle,The Beau Brummels
540694,Future,The Seeds
540703,Too Much!,Lou Rawls
540728,Live At The Garden,James Brown
540756,Casino Royale,Soundtrack
540757,Cabaret,Original Cast
540760,West Meets East,Ravi Shankar
540763,Little Games,The Yardbirds
540765,The Live Kinks,The Kinks
540773,Judy Garland At Home At The Palace - Opening Night,Judy Garland
540774,Love-In,Charles Lloyd Quartet
540780,Danny Boy,Ray Price
540782,And Then...Along Comes The Association,The Association
540787,Mellow Yellow,Odell Brown & The Organ-Izers
540789,Mame,Original Cast
540792,"Zodiac: Cosmic Sounds, The",Various Artists
540892,"The Magnificent Men ""Live!""",The Magnificent Men
540929,Happy Together,The Turtles
540934,Good Times,Sonny & Cher
540944,The Stax/Volt Revue - Live In London,Various Artists
540967,The Best Of Joe Tex,Joe Tex
540973,Grand Prix,Soundtrack
540978,Underground,The Electric Prunes
540993,Somethin' Stupid,The Lennon Sisters
540995,The Fabulous Impressions,The Impressions
541101,Back To Back,Booker T. & The MG's
541304,Just For Now,Nancy Wilson
541305,Let's Fall In Love,Peaches & Herb
541317,Lady,Jack Jones
541321,I'm A Man,The Spencer Davis Group
541330,Aretha Franklin's Greatest Hits,Aretha Franklin
541336,Western Union,The Five Americans
541350,Winchester Cathedral,Lawrence Welk
541351,I Love You,The Billy Vaughn Singers
541358,It's Such A Pretty World Today,Wynn Stewart
541360,The Greatest Hits From England,Various Artists
541370,Boots Randolph's Yakety Sax,Boots Randolph
541371,Sunshine Superman,Donovan
541376,Lovin' Sound,Ian & Sylvia
541379,Johnny Rivers' Golden Hits,Johnny Rivers
541380,Super Psychedelics,The Ventures
541383,Gimme Some Lovin',The Spencer Davis Group
541385,Sweet Rain,Stan Getz
541386,Watch Out!,Baja Marimba Band
541387,England's Greatest Hits,Various Artists
541389,The Yama Yama Man,George Segal
541390,Test Patterns,Tommy Boyce & Bobby Hart
541519,The Supremes Sing Holland-Dozier-Holland,The Supremes
541525,Georgy Girl,The Seekers
541541,Golden Greats,Gary Lewis And The Playboys
541553,Born Free,Soundtrack
541568,Little Bit O' Soul,The Music Explosion
541578,Forest Flower,Charles Lloyd Quartet
541584,The Last Word In Lonesome,Eddy Arnold
541586,Little Richard's Greatest Hits,Little Richard
541717,"Mercy, Mercy, Mercy!",Cannonball Adderley Quintet
541721,Lou Rawls Soulin',Lou Rawls
541724,Lonely Again,Eddy Arnold
541736,So Good,Don And The Goodtimes
541739,You Got What It Takes,The Dave Clark Five
541750,I Think We're Alone Now,Tommy James
541755,Devil's Angels,Davie Allan And The Arrows
541760,Why Am I Treated So Bad!,Cannonball Adderley
541761,Back To Back,The Tokens
541762,Brighten The Corner,Ella Fitzgerald
541764,Younger Than Yesterday,The Byrds
541766,On Stage and in The Movies,Dionne Warwick
541772,"For Emily, Whenever I May Find Her",Glenn Yarbrough
541775,"Peter, Paul And Mary Album","Peter, Paul & Mary"
541781,I Hear A Symphony,The Supremes
541782,For Your Precious Love,"Oscar Toney, Jr."
541783,"Shake, Rattle & Roll",Arthur Conley
541785,Bill Black's Greatest Hits,Bill Black's Combo
541786,"Lawrence Welk's ""Hits Of Our Time""",Lawrence Welk
541930,Walkin' In The Sunshine,Roger Miller
541949,Man Is Not Alone,Senator Everett McKinley Dirksen
541951,The Wicked Pickett,Wilson Pickett
541953,Lou Rawls Carryin' On!,Lou Rawls
541954,Greatest Hits,"Dave Dee, Dozy, Beaky, Mick And Tich"
541955,"The Wild Angels, Vol. II",Davie Allan And The Arrows
541961,The Dave Clark Five's Greatest Hits,The Dave Clark Five
541968,The Percy Sledge Way,Percy Sledge
541970,The Impossible Dream,Jerry Vale
541971,Don't Come Home A Drinkin',Loretta Lynn
541976,Color My World/Who Am I,Petula Clark
541984,The Great Memphis Hits,King Curtis
542112,The Spirit Of '67,Paul Revere & The Raiders
542118,Every Mothers' Son,Every Mothers' Son
542120,Here Comes My Baby,The Tremeloes
542122,Fire & Fleet & Candlelight,Buffy Sainte-Marie
542137,The Movie Album,Ramsey Lewis
542164,"16 Original Big Hits, Volume 6",Various Artists
542167,James Brown Plays The Real Thing,James Brown
542183,Guitar Freakout,The Ventures
542187,Blue Side Of Lonesome,Jim Reeves
542189,Belafonte On Campus,Harry Belafonte
542320,Sweet Soul Music,Arthur Conley
542337,Josephine,Billy Vaughn And His Orchestra
542339,The Queen Alone,Carla Thomas
542355,So Much For Dreaming,Ian & Sylvia
542367,Jefferson Airplane Takes Off,Jefferson Airplane
542370,I'll Remember You,Roger Williams
542376,Illya Darling,Original Cast
542382,Electric Comic Book,Blues Magoos
542385,The Movie Songs,Frank Sinatra
542387,My Girl Josephine,Jerry Jaye
542553,Sugar,Nancy Sinatra
542555,"You're A Good Man, Charlie Brown",Original Cast
542565,Sweet Maria,The Billy Vaughn Singers
542574,Oogum Boogum,Brenton Wood
542579,New Directions,Gary Lewis And The Playboys
542698,Sock It To Me!,Mitch Ryder And The Detroit Wheels
542712,Spanish Moonlight,John Gary
542757,It's A Guitar World,Chet Atkins
542758,More 50 Guitars In Love,Tom
542781,Top Ten,Jimmy Ruffin
542784,Speak Her Name,Walter Jackson
542788,Dry Your Eyes,Brenda & The Tabulations
542934,Somebody Like Me,Eddy Arnold
542935,There Goes My Everything,Jack Greene
542950,Don't Go To Strangers,Eydie Gorme
542953,4 Tops On Broadway,Four Tops
542967,Wade In The Water,Ramsey Lewis
542969,I'm A Lonesome Fugitive,Merle Haggard
542983,People Like You,Eddie Fisher
542985,More Than Music,The Mystic Moods
542989,Sayin' Somethin',The Righteous Brothers
543110,Raw Soul,James Brown
543115,Bert Kaempfert's Greatest Hits,Bert Kaempfert And His Orchestra
543124,Guantanamera,The Sandpipers
543135,Goin' Latin,Ramsey Lewis
543142,"The Best Of Herman's Hermits, Volume 2",Herman's Hermits
543146,Winchester Cathedral,The New Vaudeville Band
543170,Friday On My Mind,The Easybeats
543171,Psychedelic Lollipop,Blues Magoos
543185,Mellow Yellow,Donovan
543188,Snoopy vs. The Red Baron,The Royal Guardsmen
543190,Spanish Eyes,Al Martino
543312,The Dean Martin TV Show,Dean Martin
543326,Breakout...!!!,Mitch Ryder And The Detroit Wheels
543330,Brass Impact,War
543346,The Electric Prunes,The Electric Prunes
543366,The Best Of Sam The Sham And The Pharaohs,Sam The Sham and the Pharaohs
543377,Swingin' New Big Band,Buddy Rich
543380,David Jones,Davy Jones
543383,The Dis-Advantages Of You,The Brass Ring featuring Phil Bodner
543386,You Ain't Woman Enough,Loretta Lynn
543389,The Cold Hard Facts Of Life,Porter Wagoner
543390,A Taste Of Brass For Lovers Only,Jackie Gleason
543519,East Coast/West Coast,Don Ho
543533,Together On Broadway,Eydie Gorme
543535,Hold Me,Bert Kaempfert And His Orchestra
543543,That's Life & Pineapple Market,Billy Vaughn And His Orchestra
543557,The Academy Award Winner And Other Great Movie Themes,Percy Faith
543564,Spanish Rhapsodies For Young Lovers,Midnight String Quartet
543588,Born A Woman,Sandy Posey
543695,In The Arms Of Love,Andy Williams
543701,Nancy-Naturally,Nancy Wilson
543717,Away We A Go-Go,The Miracles
543750,Feelin' Groovy,Harpers Bizarre
543752,"Softly, As I Leave You",Eydie Gorme
543767,Alfie,Billy Vaughn And His Orchestra
543769,Eric Is Here,The Animals
543777,Tony Makes It Happen!,Tony Bennett
543779,James Darren/All,James Darren
543780,Aftermath,The Rolling Stones
543913,Johnny Mathis Sings,Johnny Mathis
543949,Hums Of The Lovin' Spoonful,The Lovin' Spoonful
543952,Mancini '67,Henry Mancini
543954,This Love For You,Al Martino
543962,California Nights,Lesley Gore
543973,Here's What's Happening!,Floyd Cramer
543974,Rain Forest,Walter Wanderley
544160,Walk Away Renee/Pretty Ballerina,The Left Banke
544164,Spinout,Elvis Presley
544170,Mr. Music...Mantovani,Mantovani
544176,Music Of Hawaii,Henry Mancini
544177,Then You Can Tell Me Goodbye,The Casinos
544182,Je M'appelle Barbra,Barbra Streisand
544184,Sugar & Spice,The Cryan' Shames
544187,The Peanut Butter Conspiracy Is Spreading,The Peanut Butter Conspiracy
544190,The Monkees Song Book,Golden Gate Strings
544342,(You Don't Have To) Paint Me A Picture,Gary Lewis And The Playboys
544352,Warm,The Lettermen
544376,The Nitty Gritty Dirt Band,Nitty Gritty Dirt Band
544377,The Marvelettes,The Marvelettes
544383,Slow Freight,Ray Bryant
544384,My Best To You,John Davidson
544526,Ray Conniff's World Of Hits,Ray Conniff
544553,The Shadow Of Your Smile,Andy Williams
544555,Solid Goldsboro - Bobby Goldsboro's Greatest Hits,Bobby Goldsboro
544557,Touch My Heart,Ray Price
544570,En Espanol!,Ray Conniff
544577,Cry,Ronnie Dove
544582,Blow-Up,Herbie Hancock
544583,Peter Nero Plays Born Free And Others,Peter Nero
544707,Kind Of A Drag,The Buckinghams
544726,Especially For You,John Gary
544739,How To Succeed In Business Without Really Trying,Soundtrack
544750,You're A Big Boy Now,The Lovin' Spoonful
544759,If You Go Away,Damita Jo
544760,Spanish Strings,Enoch Light & The Light Brigade
544905,Music To Watch Girls By,Bob Crewe Generation
544920,5 By 5,The Dave Clark Five
544924,(Turn On) The Music Machine,The Music Machine
544956,It's Now Winters Day,Tommy Roe
544962,Calypso In Brass,Harry Belafonte
545066,I Do! I Do!,Original Cast
545070,Animalism,The Animals
545106,The Endless Summer,Sandals
545121,Hurry Sundown,Soundtrack
545129,Sunday Night At The Movies,The Brass Ring featuring Phil Bodner
545131,Lady Godiva,Peter And Gordon
545134,It's Only The Good Times,Wayne Newton
545135,On The Move,Tony Sandler And Ralph Young
545253,"Keep The Faith, Baby!",Adam Clayton Powell
545257,Da Capo,Love
545268,East-West,The Paul Butterfield Blues Band
545272,Gallant Men,Senator Everett McKinley Dirksen
545273,98.6/Ain't Gonna Lie,Keith
545298,Our Hero...Pat Cooper,Pat Cooper
545304,Presenting Rubin Mitchell,RU
545305,Side By Side,Tony Sandler And Ralph Young
545314,Film On Film - Great Movie Themes,Enoch Light & The Light Brigade
545425,Renaissance,The Association
545434,Stop! Stop! Stop!,The Hollies
545442,Double Dynamite,Sam & Dave
545452,Music To Watch Girls By,Al Hirt
545460,The Five Stairsteps,The Five Stairsteps
545486,The Magnificent Men,The Magnificent Men
545487,What's New!!!,Sonny Stitt
545609,The Wheel Of Hurt,Margaret Whiting
545615,Tequila,Wes Montgomery
545631,I Can Make It With You,The Pozo-Seco Singers
545632,The Best Of The Lettermen,The Lettermen
545646,Trini Lopez In London,Trini Lopez
545648,Stand By Me,Spyder Turner
545654,Neon,The Cyrkle
545791,Wish Me A Rainbow,The Gunter Kallmann Chorus
545800,Midnight Ride,Paul Revere & The Raiders
545955,Time After Time,Chris Montez
545968,Fiddler On The Roof,Herschel Bernardi
545975,"Robert Goulet On Broadway, Volume 2",Robert Goulet
546082,Spaghetti Sauce & Other Delights,Pat Cooper
546128,A Man And A Woman & Other Motion Picture Themes,Ferrante & Teicher
546133,The Time Of My Life!,John Davidson
546253,Coming On Strong,Brenda Lee
546259,The Exciting Wilson Pickett,Wilson Pickett
546266,Watchout!,Martha & The Vandellas
546269,Wild Things!,The Ventures
546272,The Best Of Dean Martin,Dean Martin
546281,Animalization,The Animals
546285,"16 Original Big Hits, Volume 5",Various Artists
546287,Down To Earth,Stevie Wonder
546291,If I Were A Carpenter,Bobby Darin
546402,Fifth Dimension,The Byrds
546405,Complete & Unbelievable....The Otis Redding Dictionary Of Soul,Otis Redding
546418,Gettin' Ready,The Temptations
546438,Hawaii,Soundtrack
546557,Opening Nights At The Met,Various Artists
546574,Whispers,Jackie Wilson
546578,96 Tears,? (Question Mark) & The Mysterians
546580,Face To Face,The Kinks
546592,The Seeds,The Seeds
546712,"The New First Family, 1968",Various Artists
546728,Terry Knight And The Pack,Terry Knight and The Pack
546732,Wack Wack,Young-Holt Unlimited
546735,Spellbinder,Gabor Szabo
546739,A Symphony For Susan,The Arbors
546745,The Shadow Of Your Smile,Johnny Mathis
546848,The Hit Sound Of Dean Martin,Dean Martin
546861,The Apple Tree,Original Cast
546872,Words And Music,Roger Miller
546882,Lookin' Back,The 4 Seasons
546883,"Wanted Dead Or Alive (Bang! Bang! Push, Push, Push)",The Joe Cuba Sextet
546888,You Asked For It!,Ferrante & Teicher
546893,Jack Jones Sings,Jack Jones
546894,Mine Eyes Have Seen The Glory,Anita Bryant
547001,Greatest Hits!,Trini Lopez
547014,A Time For Love,Tony Bennett
547020,The Bible,Soundtrack
547022,Perry Como In Italy,Perry Como
547027,How Sweet It Is For Lovers,Jackie Gleason
547029,So Nice,Johnny Mathis
547040,"Herb Alpert's Tijuana Brass, Volume 2",Herb Alpert's Tijuana Brass
547131,A Heart Filled With Song,John Gary
547180,Tender Loving Care,Nancy Wilson
547188,Misty,"Richard ""Groove"" Holmes"
547191,Games That Lovers Play,Eddie Fisher
547193,Sweet Pea,Tommy Roe
547194,Winchester Cathedral,The Palm Beach Band Boys
547267,This Is Love,Al Martino
547292,4 Tops On Top,Four Tops
547304,The Dave Clark Five/More Greatest Hits,The Dave Clark Five
547345,Alfie,Carmen McRae
547450,Go Ahead And Cry,The Righteous Brothers
547480,Almost Persuaded,David Houston
547486,The Best Of Sonny James,Sonny James
547488,"For The Children Of The World, Art Linkletter Narrates ""The Bible..In The B",Art Linkletter
547494,Rough 'N Tumble,Stanley Turrentine
547599,Both Sides Of Herman's Hermits,Herman's Hermits
547609,Ray's Moods,Ray Charles
547619,"""Bucket""!",Jimmy Smith
547629,A Touch Of Today,Nancy Wilson
547635,From Nashville With Love,Chet Atkins
547639,Dusty Springfield's Golden Hits,Dusty Springfield
547642,Psychotic Reaction,Count Five
547743,Live At The Hungry i,Glenn Yarbrough
547757,Wild Is The Wind,Nina Simone
547766,Bus Stop,The Hollies
547771,The Happenings,The Happenings
547773,The Fugs,Fugs
547783,Latin Pulse,Nancy Ames
547788,Command Performances,Doc Severinsen
547899,Distant Shores,Chad & Jeremy
547910,Black Is Black,Los Bravos
547912,50 Guitars In Love,Tom
547940,Boots,Nancy Sinatra
547941,The Tender Gender,Kenny Burrell
548037,Wild Thing,The Troggs
548041,More I Cannot Wish You,Ed Ames
548042,Wipe Out,The Surfaris
548051,I Couldn't Live Without Your Love,Petula Clark
548077,Distant Drums,Jim Reeves
548080,Fresh Flavor,Jane Morgan
548087,Handful Of Soul,James Brown
548088,Broadway Basie's...Way,Count Basie
548190,September Of My Year,Frank Sinatra
548193,The More I See You/Call Me,Chris Montez
548202,So What's New?,Horst Jankowski
548204,Color Me Barbra,Barbra Streisand
548207,Golden Hits,Roger Miller
548213,Nighttide,The Mystic Moods
548217,Hoochie Cooche Man,Jimmy Smith
548220,Easy Listening,Mel Carter
548223,Over Under Sideways Down,The Yardbirds
548229,The New Lee Dorsey,Lee Dorsey
